epoch,mean_reward,max_reward,loss,n_unique,temp,best_ever
111,0.4670562148094177,0.7773098945617676,5.109213829040527,1792,1.207142857142857,1.4075626134872437
112,0.4571630358695984,0.6044751405715942,3.55593204498291,1808,1.2,1.4075626134872437
113,0.520163357257843,0.9460753798484802,3.2699501514434814,1824,1.1928571428571428,1.4075626134872437
114,0.5614877343177795,1.149506688117981,3.414475440979004,1840,1.1857142857142857,1.4075626134872437
115,0.483723908662796,0.8224338889122009,2.8665146827697754,1856,1.1785714285714284,1.4075626134872437
116,0.4836902916431427,0.8638981580734253,2.5740671157836914,1872,1.1714285714285713,1.4075626134872437
117,0.5171847343444824,0.9129310846328735,4.214065074920654,1888,1.1642857142857141,1.4075626134872437
118,0.5513380169868469,1.0785022974014282,1.6494863033294678,1904,1.157142857142857,1.4075626134872437
119,0.508863627910614,1.1663633584976196,5.004188537597656,1920,1.15,1.4075626134872437
120,0.5297959446907043,0.863768994808197,2.457818031311035,1936,1.1428571428571428,1.4075626134872437
121,0.5477834939956665,0.8368813395500183,2.846959114074707,1952,1.1357142857142857,1.4075626134872437
122,0.5609438419342041,0.8651560544967651,2.2497477531433105,1968,1.1285714285714286,1.4075626134872437
123,0.6011618375778198,0.9340984225273132,4.773547172546387,1984,1.1214285714285714,1.4075626134872437
124,0.5438830256462097,0.9235121607780457,2.2479958534240723,2000,1.1142857142857143,1.4075626134872437
125,0.544644296169281,1.0233758687973022,2.9784421920776367,2016,1.1071428571428572,1.4075626134872437
126,0.49259310960769653,1.1931214332580566,2.1931066513061523,2032,1.1,1.4075626134872437
127,0.6084886789321899,1.0251996517181396,3.2375290393829346,2048,1.092857142857143,1.4075626134872437
128,0.5808296799659729,1.010520577430725,1.9229596853256226,2064,1.0857142857142856,1.4075626134872437
129,0.5162489414215088,1.0034033060073853,6.283401966094971,2080,1.0785714285714285,1.4075626134872437
130,0.5287444591522217,0.9060808420181274,2.026149034500122,2096,1.0714285714285714,1.4075626134872437
131,0.5012803077697754,0.852199912071228,3.561339855194092,2112,1.0642857142857143,1.4075626134872437
132,0.5314957499504089,0.791517436504364,1.948427677154541,2128,1.0571428571428572,1.4075626134872437
133,0.5960631966590881,0.90261310338974,1.552821397781372,2144,1.05,1.4075626134872437
134,0.4898490905761719,0.7218713760375977,2.972914695739746,2160,1.042857142857143,1.4075626134872437
135,0.5482359528541565,1.0843645334243774,0.8776230216026306,2176,1.0357142857142856,1.4075626134872437
136,0.6079071760177612,1.0275696516036987,2.3048717975616455,2192,1.0285714285714285,1.4075626134872437
137,0.6607683897018433,1.2068146467208862,1.7296338081359863,2208,1.0214285714285714,1.4075626134872437
138,0.7117706537246704,1.1038635969161987,2.107679843902588,2224,1.0142857142857142,1.4075626134872437
139,0.7516587376594543,1.1241482496261597,6.262249946594238,2240,1.0071428571428571,1.4075626134872437
140,0.7752257585525513,1.3002991676330566,2.884779214859009,2256,1.0,1.4075626134872437
141,0.6544523239135742,1.191954255104065,1.8329319953918457,2272,0.9928571428571429,1.4075626134872437
142,0.5326765179634094,1.078501582145691,1.2844648361206055,2288,0.9857142857142858,1.4075626134872437
143,0.5453811287879944,0.8034570813179016,2.4560790061950684,2304,0.9785714285714286,1.4075626134872437
144,0.4636198580265045,0.8829567432403564,2.732943058013916,2320,0.9714285714285715,1.4075626134872437
145,0.5791825652122498,0.955658495426178,3.3491485118865967,2336,0.9642857142857144,1.4075626134872437
146,0.48068180680274963,0.6761856079101562,1.6027131080627441,2352,0.9571428571428573,1.4075626134872437
147,0.6046386361122131,1.09144926071167,1.229766607284546,2368,0.9500000000000002,1.4075626134872437
148,0.5886451005935669,0.9988759756088257,3.447946071624756,2384,0.9428571428571428,1.4075626134872437
149,0.6539537906646729,1.412482738494873,1.9320602416992188,2400,0.9357142857142857,1.412482738494873
150,0.5200110077857971,0.8582558631896973,3.2475786209106445,2416,0.9285714285714286,1.412482738494873
151,0.73494553565979,1.6817705631256104,2.273541212081909,2432,0.9214285714285715,1.6817705631256104
152,0.6892760396003723,1.0783848762512207,2.2347965240478516,2448,0.9142857142857144,1.6817705631256104
153,0.6793854236602783,1.338183045387268,2.0620529651641846,2464,0.9071428571428573,1.6817705631256104
154,0.658205509185791,1.233041763305664,1.61961030960083,2480,0.9000000000000001,1.6817705631256104
155,0.6208763122558594,0.9659916758537292,2.8492250442504883,2496,0.8928571428571428,1.6817705631256104
156,0.6608051061630249,1.3170316219329834,2.0491459369659424,2512,0.8857142857142857,1.6817705631256104
157,0.5820786356925964,1.011419415473938,2.164886951446533,2528,0.8785714285714286,1.6817705631256104
158,0.7130651473999023,1.2369027137756348,1.3143086433410645,2544,0.8714285714285714,1.6817705631256104
159,0.7641074657440186,1.3774641752243042,1.7449110746383667,2560,0.8642857142857143,1.6817705631256104
160,0.6966735124588013,1.1410322189331055,2.3824968338012695,2576,0.8571428571428572,1.6817705631256104
161,0.714006781578064,1.2173212766647339,1.665173053741455,2592,0.8499999999999999,1.6817705631256104
162,0.7205040454864502,0.9808450937271118,1.2122745513916016,2608,0.8428571428571427,1.6817705631256104
163,0.7849847078323364,1.4905811548233032,2.549722194671631,2624,0.8357142857142856,1.6817705631256104
164,0.658015787601471,1.0711389780044556,1.3261553049087524,2640,0.8285714285714285,1.6817705631256104
165,0.684795081615448,1.0545252561569214,2.4926512241363525,2656,0.8214285714285714,1.6817705631256104
166,0.6454850435256958,1.1436139345169067,1.3663984537124634,2672,0.8142857142857143,1.6817705631256104
167,0.6614769697189331,1.1851341724395752,2.5355687141418457,2688,0.8071428571428572,1.6817705631256104
168,0.7767999768257141,1.5811671018600464,2.1987435817718506,2704,0.7999999999999998,1.6817705631256104
169,0.7299728989601135,1.2152025699615479,3.5007214546203613,2720,0.7928571428571427,1.6817705631256104
170,0.7253857851028442,1.054497241973877,1.8825831413269043,2736,0.7857142857142856,1.6817705631256104
171,0.7690776586532593,1.1867855787277222,1.9248533248901367,2752,0.7785714285714285,1.6817705631256104
172,0.5875480771064758,1.010809063911438,2.1037092208862305,2768,0.7714285714285714,1.6817705631256104
173,0.8144183158874512,1.6230863332748413,3.1765501499176025,2784,0.7642857142857142,1.6817705631256104
174,0.7027844190597534,1.2564563751220703,2.4104113578796387,2800,0.7571428571428571,1.6817705631256104
175,0.7416337728500366,0.9525684714317322,1.8647379875183105,2816,0.75,1.6817705631256104
176,0.6720510721206665,1.163314938545227,3.449230432510376,2832,0.7428571428571429,1.6817705631256104
177,0.6472830176353455,1.3827060461044312,2.1200504302978516,2848,0.7357142857142858,1.6817705631256104
178,0.9996098279953003,1.580971598625183,5.734400749206543,2864,0.7285714285714286,1.6817705631256104
179,0.6330470442771912,1.3830878734588623,2.8670942783355713,2880,0.7214285714285715,1.6817705631256104
180,0.8509891033172607,1.3727115392684937,5.347688674926758,2896,0.7142857142857144,1.6817705631256104
181,0.7270347476005554,1.170749306678772,3.054668664932251,2912,0.7071428571428571,1.6817705631256104
182,0.8393958806991577,1.149346947669983,3.6997828483581543,2928,0.7,1.6817705631256104
183,0.6661573648452759,1.099532127380371,2.2647247314453125,2944,0.6928571428571428,1.6817705631256104
184,0.8689185380935669,1.4359123706817627,4.537095546722412,2960,0.6857142857142857,1.6817705631256104
185,0.8608621954917908,1.4612561464309692,4.598369598388672,2976,0.6785714285714286,1.6817705631256104
186,0.8432319760322571,1.251488447189331,3.4361915588378906,2992,0.6714285714285715,1.6817705631256104
187,0.874434769153595,1.8025137186050415,8.789105415344238,3008,0.6642857142857144,1.8025137186050415
188,0.9691222906112671,1.6275051832199097,7.190061569213867,3024,0.657142857142857,1.8025137186050415
189,0.831672191619873,1.497418999671936,6.947382926940918,3040,0.6499999999999999,1.8025137186050415
190,0.8356067538261414,1.5542247295379639,6.849697589874268,3056,0.6428571428571428,1.8025137186050415
191,0.892608106136322,1.3087105751037598,9.256292343139648,3072,0.6357142857142857,1.8025137186050415
192,0.9712827205657959,1.61799156665802,9.770387649536133,3088,0.6285714285714286,1.8025137186050415
193,0.852026641368866,1.3378732204437256,3.990225315093994,3104,0.6214285714285714,1.8025137186050415
194,1.0722334384918213,1.7900923490524292,9.42749309539795,3120,0.6142857142857143,1.8025137186050415
195,1.0299667119979858,1.5381536483764648,11.024765968322754,3136,0.6071428571428572,1.8025137186050415
196,0.9979888200759888,1.7777323722839355,7.347099304199219,3152,0.6000000000000001,1.8025137186050415
197,1.1991156339645386,1.9489152431488037,18.195262908935547,3168,0.592857142857143,1.9489152431488037
198,1.087528944015503,1.7415233850479126,15.598318099975586,3184,0.5857142857142859,1.9489152431488037
199,0.9983706474304199,1.5418181419372559,11.312505722045898,3200,0.5785714285714287,1.9489152431488037
200,1.0928380489349365,1.6252671480178833,8.61125659942627,3216,0.5714285714285716,1.9489152431488037
201,0.9945564270019531,1.902928113937378,15.091314315795898,3232,0.5642857142857143,1.9489152431488037
202,1.1153491735458374,1.7116565704345703,13.777932167053223,3248,0.5571428571428572,1.9489152431488037
203,1.1596016883850098,1.962641716003418,17.734600067138672,3264,0.55,1.962641716003418
204,1.166062593460083,1.6630325317382812,13.862509727478027,3280,0.5428571428571429,1.962641716003418
205,1.2071058750152588,1.9386646747589111,21.48540687561035,3296,0.5357142857142858,1.962641716003418
206,1.2749830484390259,1.9307016134262085,20.89434814453125,3312,0.5285714285714287,1.962641716003418
207,1.2040332555770874,1.8785791397094727,23.293445587158203,3328,0.5214285714285714,1.962641716003418
208,1.4107214212417603,1.817263126373291,34.76580047607422,3344,0.5142857142857142,1.962641716003418
209,1.3557614088058472,1.8395477533340454,27.414451599121094,3360,0.5071428571428571,1.962641716003418
210,1.3559634685516357,1.9707670211791992,29.760351181030273,3376,0.5,1.9707670211791992
211,1.3531079292297363,2.203583240509033,33.949344635009766,3392,0.5,2.203583240509033
212,1.0556491613388062,1.5276565551757812,15.025833129882812,3408,0.5,2.203583240509033
213,1.474919319152832,2.203005790710449,43.855743408203125,3424,0.5,2.203583240509033
214,1.347166895866394,1.9035282135009766,32.202754974365234,3440,0.5,2.203583240509033
215,1.4217801094055176,2.248108386993408,34.700889587402344,3456,0.5,2.248108386993408
216,1.5746448040008545,2.3581767082214355,47.488426208496094,3472,0.5,2.3581767082214355
217,1.38650381565094,2.3336896896362305,33.50788116455078,3488,0.5,2.3581767082214355
218,1.4222204685211182,1.8918195962905884,21.60545539855957,3504,0.5,2.3581767082214355
219,1.43534255027771,2.2401885986328125,30.47002601623535,3520,0.5,2.3581767082214355
220,1.48285973072052,2.249237537384033,32.63118362426758,3536,0.5,2.3581767082214355
221,1.6420260667800903,2.26855206489563,49.95299530029297,3552,0.5,2.3581767082214355
222,1.4880075454711914,2.282531261444092,38.8167610168457,3568,0.5,2.3581767082214355
223,1.5395182371139526,2.152292490005493,38.575958251953125,3584,0.5,2.3581767082214355
224,1.5330846309661865,2.2258729934692383,27.980552673339844,3600,0.5,2.3581767082214355
225,1.8278521299362183,2.4552595615386963,49.569000244140625,3616,0.5,2.4552595615386963
226,1.7680463790893555,2.3181543350219727,49.07221984863281,3632,0.5,2.4552595615386963
227,1.8049290180206299,2.542130708694458,67.4692153930664,3648,0.5,2.542130708694458
228,1.7677236795425415,2.3449323177337646,37.579647064208984,3664,0.5,2.542130708694458
229,1.579002857208252,1.9673107862472534,25.557058334350586,3680,0.5,2.542130708694458
230,1.4957033395767212,1.857519507408142,25.97882080078125,3696,0.5,2.542130708694458
231,1.8463232517242432,2.4189682006835938,47.79841613769531,3712,0.5,2.542130708694458
232,1.8434447050094604,2.3266682624816895,78.34829711914062,3728,0.5,2.542130708694458
233,1.7939651012420654,2.2109298706054688,53.80564880371094,3744,0.5,2.542130708694458
234,1.724969506263733,2.360776662826538,29.527297973632812,3760,0.5,2.542130708694458
235,1.6990853548049927,2.6086597442626953,36.22428512573242,3776,0.5,2.6086597442626953
236,1.720137357711792,2.2317962646484375,32.21830749511719,3792,0.5,2.6086597442626953
237,1.8306312561035156,2.441093921661377,48.825103759765625,3808,0.5,2.6086597442626953
238,1.6909266710281372,2.6695122718811035,46.38557815551758,3824,0.5,2.6695122718811035
239,1.919329285621643,2.634392261505127,54.09492874145508,3840,0.5,2.6695122718811035
240,1.6107555627822876,2.6051430702209473,30.821638107299805,3856,0.5,2.6695122718811035
241,1.7528773546218872,2.4982991218566895,42.40595245361328,3872,0.5,2.6695122718811035
242,1.8217453956604004,2.541276454925537,56.06333923339844,3888,0.5,2.6695122718811035
243,1.7245969772338867,2.351111888885498,40.310081481933594,3904,0.5,2.6695122718811035
244,1.5886247158050537,2.534125328063965,56.540985107421875,3920,0.5,2.6695122718811035
245,1.747574806213379,2.6943037509918213,49.65817642211914,3936,0.5,2.6943037509918213
246,1.746477484703064,2.446546792984009,40.43363952636719,3952,0.5,2.6943037509918213
247,1.7615230083465576,2.5656468868255615,56.18834686279297,3968,0.5,2.6943037509918213
248,1.8114650249481201,2.601698398590088,51.87705612182617,3984,0.5,2.6943037509918213
249,1.8505274057388306,2.5310797691345215,73.46879577636719,4000,0.5,2.6943037509918213
250,1.6772758960723877,2.5986289978027344,35.9149284362793,4016,0.5,2.6943037509918213
251,2.0404508113861084,2.581547737121582,76.02493286132812,4032,0.5,2.6943037509918213
252,1.9550838470458984,2.528444766998291,69.46853637695312,4048,0.5,2.6943037509918213
253,1.857471227645874,2.484384298324585,47.113426208496094,4064,0.5,2.6943037509918213
254,1.8341690301895142,2.4721667766571045,34.908546447753906,4080,0.5,2.6943037509918213
255,1.7411675453186035,2.4825239181518555,42.486045837402344,4096,0.5,2.6943037509918213
256,1.3514001369476318,2.1450953483581543,46.32123565673828,4112,0.5,2.6943037509918213
257,1.7004995346069336,2.576388120651245,39.824188232421875,4128,0.5,2.6943037509918213
258,1.5201494693756104,2.3632359504699707,28.37975311279297,4144,0.5,2.6943037509918213
259,1.520699381828308,2.6168887615203857,51.63913345336914,4160,0.5,2.6943037509918213
260,1.6615403890609741,2.5412192344665527,46.42091369628906,4176,0.5,2.6943037509918213
261,1.6177167892456055,2.4838244915008545,47.176422119140625,4192,0.5,2.6943037509918213
262,1.3494508266448975,2.4727466106414795,57.367958068847656,4208,0.5,2.6943037509918213
263,1.5154941082000732,2.347519874572754,19.320432662963867,4224,0.5,2.6943037509918213
264,1.6390948295593262,2.4405300617218018,33.81967544555664,4240,0.5,2.6943037509918213
265,1.2843211889266968,2.2390761375427246,32.15711975097656,4256,0.5,2.6943037509918213
266,1.1704806089401245,1.9068152904510498,38.42257308959961,4272,0.5,2.6943037509918213
267,1.1178221702575684,2.3764755725860596,39.96564483642578,4288,0.5,2.6943037509918213
268,1.1166139841079712,1.9574029445648193,30.98893928527832,4304,0.5,2.6943037509918213
269,1.3005168437957764,2.4202520847320557,46.57210159301758,4320,0.5,2.6943037509918213
270,1.32155442237854,2.4535176753997803,27.602521896362305,4336,0.5,2.6943037509918213
271,1.0488492250442505,2.381702184677124,30.64435386657715,4352,0.5,2.6943037509918213
272,1.2719062566757202,2.1901614665985107,25.37912368774414,4368,0.5,2.6943037509918213
273,1.248080849647522,2.131533622741699,32.66910171508789,4384,0.5,2.6943037509918213
274,1.041670799255371,2.374392509460449,25.537109375,4400,0.5,2.6943037509918213
275,1.0041329860687256,1.7123692035675049,23.623891830444336,4416,0.5,2.6943037509918213
276,0.9257052540779114,1.7489886283874512,27.307025909423828,4432,0.5,2.6943037509918213
277,0.8542565107345581,1.548696756362915,20.412012100219727,4448,0.5,2.6943037509918213
278,0.8154212236404419,2.307115316390991,27.148754119873047,4464,0.5,2.6943037509918213
279,1.0696091651916504,1.8525636196136475,16.448654174804688,4480,0.5,2.6943037509918213
280,0.7376747131347656,1.2332112789154053,15.644989013671875,4496,0.5,2.6943037509918213
281,0.7937557101249695,2.023005962371826,19.898876190185547,4512,0.5,2.6943037509918213
282,0.7538732290267944,1.8407026529312134,8.041435241699219,4528,0.5,2.6943037509918213
283,0.6711533069610596,1.1777987480163574,12.18383502960205,4544,0.5,2.6943037509918213
284,0.8453206419944763,1.5106457471847534,6.593533515930176,4560,0.5,2.6943037509918213
285,0.601743221282959,1.1690706014633179,8.97525405883789,4576,0.5,2.6943037509918213
286,0.8051961064338684,1.5888795852661133,6.765915870666504,4592,0.5,2.6943037509918213
287,0.7736315727233887,1.5353167057037354,14.679900169372559,4608,0.5,2.6943037509918213
288,0.7777215242385864,1.319315791130066,5.6006059646606445,4624,0.5,2.6943037509918213
289,0.9034889936447144,1.3289821147918701,12.125276565551758,4640,0.5,2.6943037509918213
290,0.8824815154075623,1.5774427652359009,11.824724197387695,4656,0.5,2.6943037509918213
291,1.0189447402954102,1.9515130519866943,19.608158111572266,4672,0.5,2.6943037509918213
292,0.759369432926178,1.4885632991790771,6.182283401489258,4688,0.5,2.6943037509918213
293,0.7299422025680542,1.7388720512390137,8.942572593688965,4704,0.5,2.6943037509918213
294,0.877789318561554,2.0487289428710938,10.613153457641602,4720,0.5,2.6943037509918213
295,0.8966120481491089,1.7037750482559204,9.751480102539062,4736,0.5,2.6943037509918213
296,0.712904155254364,1.857270359992981,12.406206130981445,4752,0.5,2.6943037509918213
297,0.7957231402397156,1.6669552326202393,4.8134765625,4768,0.5,2.6943037509918213
298,0.580368161201477,1.2885801792144775,4.082024097442627,4784,0.5,2.6943037509918213
